locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCGOOAAK_03283	CDS	1683				hypothetical protein
PCGOOAAK_03284	CDS	3033				TonB-dependent receptor P3
PCGOOAAK_03285	CDS	1365				hypothetical protein
PCGOOAAK_03286	CDS	276				hypothetical protein
PCGOOAAK_03287	CDS	786	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
PCGOOAAK_03288	CDS	549				hypothetical protein
PCGOOAAK_03289	CDS	3015				hypothetical protein
PCGOOAAK_03290	CDS	1632	susD_3			Starch-binding protein SusD
PCGOOAAK_03291	CDS	3015				TonB-dependent receptor P3
PCGOOAAK_03292	CDS	1674				hypothetical protein
PCGOOAAK_03293	CDS	378				hypothetical protein
PCGOOAAK_03294	CDS	240				hypothetical protein
PCGOOAAK_03295	CDS	1809	ltrA_5		COG3344	Group II intron-encoded protein LtrA
PCGOOAAK_03296	CDS	198				hypothetical protein
PCGOOAAK_03297	CDS	186				hypothetical protein
PCGOOAAK_03298	CDS	1251				hypothetical protein
PCGOOAAK_03299	CDS	1071				hypothetical protein
PCGOOAAK_03300	CDS	714	btsR_5		COG3279	Transcriptional regulatory protein BtsR
PCGOOAAK_03301	CDS	939	cpdA_6	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCGOOAAK_03302	CDS	432				hypothetical protein
PCGOOAAK_03303	CDS	1170				hypothetical protein
PCGOOAAK_03304	CDS	915	cpdA_7	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCGOOAAK_03305	CDS	438				hypothetical protein
PCGOOAAK_03306	CDS	2679	valS	6.1.1.9		Valine--tRNA ligase
PCGOOAAK_03307	CDS	879				hypothetical protein
PCGOOAAK_03308	CDS	447				hypothetical protein
PCGOOAAK_03309	CDS	468				hypothetical protein
PCGOOAAK_03310	CDS	507	sigJ			ECF RNA polymerase sigma factor SigJ
PCGOOAAK_03311	CDS	111				hypothetical protein
PCGOOAAK_03312	CDS	96				hypothetical protein
PCGOOAAK_03313	CDS	999				hypothetical protein
PCGOOAAK_03314	CDS	450				hypothetical protein
PCGOOAAK_03315	CDS	990				hypothetical protein
PCGOOAAK_03316	CDS	3297	secA			Protein translocase subunit SecA
PCGOOAAK_03317	CDS	1584	phoV	3.1.3.1		Alkaline phosphatase PhoV
PCGOOAAK_03318	CDS	1209				hypothetical protein
PCGOOAAK_03319	CDS	726	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
PCGOOAAK_03320	CDS	1272				hypothetical protein
PCGOOAAK_03321	CDS	1362				hypothetical protein
PCGOOAAK_03322	CDS	621				hypothetical protein
PCGOOAAK_03323	CDS	1254				hypothetical protein
PCGOOAAK_03324	CDS	2139				hypothetical protein
PCGOOAAK_03325	CDS	1221				hypothetical protein
PCGOOAAK_03326	CDS	702				hypothetical protein
PCGOOAAK_03327	CDS	357	glnB		COG0347	Nitrogen regulatory protein P-II
PCGOOAAK_03328	CDS	1395	amtB			Ammonia channel
PCGOOAAK_03329	CDS	2190	glnA_2	6.3.1.2		Glutamine synthetase
PCGOOAAK_03330	CDS	1023				hypothetical protein
PCGOOAAK_03331	CDS	549				hypothetical protein
PCGOOAAK_03332	CDS	531				hypothetical protein
PCGOOAAK_03333	CDS	1362				hypothetical protein
PCGOOAAK_03334	CDS	708				hypothetical protein
PCGOOAAK_03335	CDS	681				hypothetical protein
PCGOOAAK_03336	CDS	1236	dapL_3	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
PCGOOAAK_03337	CDS	807	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PCGOOAAK_03338	CDS	1671	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
PCGOOAAK_03339	CDS	1344	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
PCGOOAAK_03340	CDS	4521	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
PCGOOAAK_03341	CDS	1884	purF_2	2.4.2.14		Amidophosphoribosyltransferase
PCGOOAAK_03342	CDS	1242				hypothetical protein
PCGOOAAK_03343	CDS	3558		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
PCGOOAAK_03344	CDS	540	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
PCGOOAAK_03345	CDS	1428				hypothetical protein
PCGOOAAK_03346	CDS	759	btsR_6		COG3279	Transcriptional regulatory protein BtsR
PCGOOAAK_03347	CDS	2052				hypothetical protein
PCGOOAAK_03348	CDS	414		3.1.2.-	COG2050	Putative esterase
PCGOOAAK_03349	CDS	1134	menF_2	5.4.4.2		Isochorismate synthase MenF
PCGOOAAK_03350	CDS	1665	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PCGOOAAK_03351	CDS	825	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PCGOOAAK_03352	CDS	1059	menC	4.2.1.113		o-succinylbenzoate synthase
PCGOOAAK_03353	CDS	1152	menE	6.2.1.26	COG0318	putative 2-succinylbenzoate--CoA ligase
PCGOOAAK_03354	CDS	2142				hypothetical protein
PCGOOAAK_03355	CDS	303				hypothetical protein
PCGOOAAK_03356	CDS	2013		3.2.1.131	COG3661	Extracellular xylan exo-alpha-(1->2)-glucuronosidase
PCGOOAAK_03357	CDS	978	xsa			Xylosidase/arabinosidase
PCGOOAAK_03358	CDS	1149	xylI	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
PCGOOAAK_03359	CDS	1497	yicJ		COG2211	Inner membrane symporter YicJ
PCGOOAAK_03360	CDS	1623				hypothetical protein
PCGOOAAK_03361	CDS	4083	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_03362	CDS	891	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
PCGOOAAK_03363	CDS	2679		3.2.1.177	COG1501	Alpha-xylosidase BoGH31A
PCGOOAAK_03364	CDS	1404	xynD_1	3.2.1.55		Arabinoxylan arabinofuranohydrolase
PCGOOAAK_03365	CDS	1326	xynD_2	3.2.1.55		Arabinoxylan arabinofuranohydrolase
PCGOOAAK_03366	CDS	1962		3.2.1.22		Retaining alpha-galactosidase
PCGOOAAK_03367	CDS	2391				hypothetical protein
PCGOOAAK_03368	CDS	1608		3.2.1.-		Beta-xylosidase
PCGOOAAK_03369	CDS	2451				hypothetical protein
PCGOOAAK_03370	CDS	960	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
PCGOOAAK_03371	CDS	1713		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43B
PCGOOAAK_03372	CDS	141				hypothetical protein
PCGOOAAK_03373	CDS	1326				hypothetical protein
PCGOOAAK_03374	CDS	2538				hypothetical protein
PCGOOAAK_03375	CDS	2259				hypothetical protein
PCGOOAAK_03376	CDS	1008				hypothetical protein
PCGOOAAK_03377	CDS	1776				hypothetical protein
PCGOOAAK_03378	CDS	2847				TonB-dependent receptor P3
PCGOOAAK_03379	CDS	1899				hypothetical protein
PCGOOAAK_03380	CDS	3165				TonB-dependent receptor P26
PCGOOAAK_03381	CDS	357				hypothetical protein
PCGOOAAK_03382	CDS	627				IS3 family transposase ISPg5
PCGOOAAK_03383	CDS	1278	eriC		COG0038	Chloride/fluoride channel protein
PCGOOAAK_03384	CDS	1035	lnpD_2	5.1.3.2		UDP-glucose 4-epimerase
PCGOOAAK_03385	CDS	603	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
PCGOOAAK_03386	CDS	585	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
PCGOOAAK_03387	CDS	627	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
PCGOOAAK_03388	CDS	990	rnfD	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
PCGOOAAK_03389	CDS	1338	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
PCGOOAAK_03390	CDS	966	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
PCGOOAAK_03391	CDS	396				hypothetical protein
PCGOOAAK_03392	CDS	1197	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
PCGOOAAK_03393	CDS	603				hypothetical protein
PCGOOAAK_03394	CDS	1782	lepA	3.6.5.-		Elongation factor 4
PCGOOAAK_03395	CDS	582	lemA		COG1704	Protein LemA
PCGOOAAK_03396	CDS	921				hypothetical protein
PCGOOAAK_03397	CDS	1080	aroC	4.2.3.5	COG0082	Chorismate synthase
PCGOOAAK_03398	CDS	1356	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
PCGOOAAK_03399	CDS	1050				hypothetical protein
PCGOOAAK_03400	CDS	243				hypothetical protein
PCGOOAAK_03401	CDS	1020				hypothetical protein
PCGOOAAK_03402	CDS	1458	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
PCGOOAAK_03403	CDS	228				hypothetical protein
PCGOOAAK_03404	CDS	597				hypothetical protein
PCGOOAAK_03405	CDS	1770				hypothetical protein
PCGOOAAK_03406	CDS	1116				hypothetical protein
PCGOOAAK_03407	CDS	765				hypothetical protein
PCGOOAAK_03408	CDS	654				hypothetical protein
PCGOOAAK_03409	CDS	1065				hypothetical protein
PCGOOAAK_03410	CDS	1350				hypothetical protein
PCGOOAAK_03411	CDS	507				hypothetical protein
PCGOOAAK_03412	CDS	1077				Outer membrane protein 40
PCGOOAAK_03413	CDS	1272				hypothetical protein
PCGOOAAK_03414	CDS	1230				hypothetical protein
PCGOOAAK_03415	CDS	726				hypothetical protein
PCGOOAAK_03416	CDS	1410				hypothetical protein
PCGOOAAK_03417	CDS	1116	gtfA_3	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
PCGOOAAK_03418	CDS	1134	epsF_3	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
PCGOOAAK_03419	CDS	1107				hypothetical protein
PCGOOAAK_03420	CDS	1125				hypothetical protein
PCGOOAAK_03421	CDS	1161				hypothetical protein
PCGOOAAK_03422	CDS	1218	gtfA_4	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
PCGOOAAK_03423	CDS	801				hypothetical protein
PCGOOAAK_03424	CDS	1110				hypothetical protein
PCGOOAAK_03425	CDS	180				hypothetical protein
PCGOOAAK_03426	CDS	1542				hypothetical protein
PCGOOAAK_03427	CDS	723	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
PCGOOAAK_03428	CDS	2421	ptk_2	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
PCGOOAAK_03429	CDS	816				hypothetical protein
PCGOOAAK_03430	CDS	528				hypothetical protein
PCGOOAAK_03431	CDS	1212	xerC_17			Tyrosine recombinase XerC
PCGOOAAK_03432	CDS	159				hypothetical protein
PCGOOAAK_03433	CDS	1281	viaA			Protein ViaA
PCGOOAAK_03434	CDS	1629	ravA	3.6.3.-		ATPase RavA
PCGOOAAK_03435	CDS	906				hypothetical protein
PCGOOAAK_03436	CDS	1533	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
PCGOOAAK_03437	CDS	522				hypothetical protein
PCGOOAAK_03438	CDS	1512	accC	6.3.4.14	COG0439	Biotin carboxylase
PCGOOAAK_03439	CDS	213				hypothetical protein
PCGOOAAK_03440	CDS	945	cpdA_8	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCGOOAAK_03441	CDS	1428				hypothetical protein
PCGOOAAK_03442	CDS	2655				hypothetical protein
PCGOOAAK_03443	CDS	1287				hypothetical protein
PCGOOAAK_03444	CDS	3369	mfd	3.6.4.-		Transcription-repair-coupling factor
PCGOOAAK_03445	CDS	2433				hypothetical protein
PCGOOAAK_03446	CDS	969				hypothetical protein
PCGOOAAK_03447	CDS	564	sigE		COG1595	ECF RNA polymerase sigma factor SigE
PCGOOAAK_03448	CDS	618				hypothetical protein
PCGOOAAK_03449	CDS	2166				hypothetical protein
PCGOOAAK_03450	CDS	837	coaW	2.7.1.33		Type II pantothenate kinase
PCGOOAAK_03451	CDS	747	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
PCGOOAAK_03452	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
PCGOOAAK_03453	CDS	945	metH_2	2.1.1.13	COG0646	Methionine synthase
PCGOOAAK_03454	CDS	1170	cpdA_9	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCGOOAAK_03455	CDS	750				hypothetical protein
PCGOOAAK_03456	CDS	696				hypothetical protein
PCGOOAAK_03457	CDS	2172	dpp7_1	3.4.14.-		Dipeptidyl-peptidase 7
PCGOOAAK_03458	CDS	2163	dpp7_2	3.4.14.-		Dipeptidyl-peptidase 7
PCGOOAAK_03459	CDS	210	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PCGOOAAK_03460	CDS	1305	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
PCGOOAAK_03461	CDS	1386				hypothetical protein
PCGOOAAK_03462	CDS	1374	mepA_7		COG0534	Multidrug export protein MepA
PCGOOAAK_03463	CDS	630	cmk_3	2.7.4.25		Cytidylate kinase
PCGOOAAK_03464	CDS	1332	ffh		COG0541	Signal recognition particle protein
PCGOOAAK_03465	CDS	1323				hypothetical protein
PCGOOAAK_03466	CDS	1329				hypothetical protein
PCGOOAAK_03467	CDS	1503				hypothetical protein
PCGOOAAK_03468	CDS	1239				hypothetical protein
PCGOOAAK_03469	CDS	2049				hypothetical protein
PCGOOAAK_03470	CDS	1350				hypothetical protein
PCGOOAAK_03471	tRNA	88				tRNA-Ser(gct)
PCGOOAAK_03472	tRNA	74				tRNA-Glu(ctc)
PCGOOAAK_03473	tRNA	88				tRNA-Ser(gct)
PCGOOAAK_03474	CDS	2223	pflB	2.3.1.54		Formate acetyltransferase
PCGOOAAK_03475	CDS	729	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
PCGOOAAK_03476	CDS	228				hypothetical protein
PCGOOAAK_03477	CDS	588	lutC			Lactate utilization protein C
PCGOOAAK_03478	CDS	1368	lutB		COG1139	Lactate utilization protein B
PCGOOAAK_03479	CDS	741	lutA		COG0247	Lactate utilization protein A
PCGOOAAK_03480	CDS	609	nreC_2		COG2197	Oxygen regulatory protein NreC
PCGOOAAK_03481	CDS	660				hypothetical protein
PCGOOAAK_03482	CDS	339				hypothetical protein
PCGOOAAK_03483	CDS	1854				hypothetical protein
PCGOOAAK_03484	CDS	918				hypothetical protein
PCGOOAAK_03485	CDS	894	rhaR_13			HTH-type transcriptional activator RhaR
PCGOOAAK_03486	CDS	2352				hypothetical protein
PCGOOAAK_03487	CDS	1341				hypothetical protein
PCGOOAAK_03488	CDS	1263	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
PCGOOAAK_03489	CDS	2256	acnD	4.2.1.117	COG1048	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
PCGOOAAK_03490	CDS	2205	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
PCGOOAAK_03491	CDS	1692				hypothetical protein
PCGOOAAK_03492	CDS	111				hypothetical protein
PCGOOAAK_03493	CDS	417				hypothetical protein
PCGOOAAK_03494	CDS	1302		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
PCGOOAAK_03495	CDS	1317	dapL_4	2.6.1.83		LL-diaminopimelate aminotransferase
PCGOOAAK_03496	CDS	588				hypothetical protein
PCGOOAAK_03497	CDS	1614				hypothetical protein
PCGOOAAK_03498	CDS	765	yafV	3.5.1.3		Omega-amidase YafV
PCGOOAAK_03499	CDS	1728	lysS	6.1.1.6		Lysine--tRNA ligase
PCGOOAAK_03500	CDS	996	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
PCGOOAAK_03501	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
PCGOOAAK_03502	CDS	741	gph_4	3.1.3.18		Phosphoglycolate phosphatase
PCGOOAAK_03503	CDS	1206	nagC		COG1940	N-acetylglucosamine repressor
PCGOOAAK_03504	CDS	102				hypothetical protein
PCGOOAAK_03505	CDS	792	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
PCGOOAAK_03506	CDS	1986	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
PCGOOAAK_03507	CDS	2637				hypothetical protein
PCGOOAAK_03508	CDS	750	cutC		COG3142	Copper homeostasis protein CutC
PCGOOAAK_03509	tRNA	73				tRNA-Arg(ccg)
PCGOOAAK_03510	CDS	1503				hypothetical protein
PCGOOAAK_03511	CDS	969				hypothetical protein
PCGOOAAK_03512	CDS	1431				hypothetical protein
PCGOOAAK_03513	CDS	642				hypothetical protein
PCGOOAAK_03514	CDS	768	lpxA_2	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PCGOOAAK_03515	CDS	1383	oprM_5		COG1538	Outer membrane protein OprM
PCGOOAAK_03516	CDS	3231	bepE_7			Efflux pump membrane transporter BepE
PCGOOAAK_03517	CDS	1218	mdtE_4			Multidrug resistance protein MdtE
PCGOOAAK_03518	CDS	2286	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
PCGOOAAK_03519	CDS	1335	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
PCGOOAAK_03520	CDS	1614				hypothetical protein
PCGOOAAK_03521	CDS	885				hypothetical protein
PCGOOAAK_03522	CDS	726				hypothetical protein
PCGOOAAK_03523	CDS	2193				hypothetical protein
PCGOOAAK_03524	CDS	1275				hypothetical protein
PCGOOAAK_03525	CDS	2490				hypothetical protein
PCGOOAAK_03526	CDS	1122				hypothetical protein
PCGOOAAK_03527	CDS	786				hypothetical protein
PCGOOAAK_03528	CDS	2010				hypothetical protein
PCGOOAAK_03529	CDS	2460				hypothetical protein
PCGOOAAK_03530	CDS	879	rhaR_14			HTH-type transcriptional activator RhaR
PCGOOAAK_03531	CDS	357				hypothetical protein
PCGOOAAK_03532	CDS	627				IS3 family transposase ISPg5
PCGOOAAK_03533	CDS	2844	rhaR_15			HTH-type transcriptional activator RhaR
PCGOOAAK_03534	CDS	2475				hypothetical protein
PCGOOAAK_03535	CDS	2967				hypothetical protein
PCGOOAAK_03536	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
PCGOOAAK_03537	tRNA	75				tRNA-His(gtg)
PCGOOAAK_03538	tRNA	75				tRNA-His(gtg)
PCGOOAAK_03539	CDS	879	folD			Bifunctional protein FolD protein
PCGOOAAK_03540	CDS	1194				hypothetical protein
PCGOOAAK_03541	CDS	888				hypothetical protein
PCGOOAAK_03542	CDS	192				hypothetical protein
PCGOOAAK_03543	CDS	411				hypothetical protein
PCGOOAAK_03544	CDS	1248				hypothetical protein
PCGOOAAK_03545	CDS	486				hypothetical protein
PCGOOAAK_03546	CDS	1026				hypothetical protein
PCGOOAAK_03547	CDS	420				hypothetical protein
PCGOOAAK_03548	CDS	1947				hypothetical protein
PCGOOAAK_03549	CDS	342				Single-stranded DNA-binding protein
PCGOOAAK_03550	CDS	1194	traC_1	2.7.7.-		DNA primase TraC
PCGOOAAK_03551	CDS	186				hypothetical protein
PCGOOAAK_03552	CDS	1473				hypothetical protein
PCGOOAAK_03553	CDS	1113				hypothetical protein
PCGOOAAK_03554	CDS	186				hypothetical protein
PCGOOAAK_03555	CDS	1284				hypothetical protein
PCGOOAAK_03556	CDS	699				hypothetical protein
PCGOOAAK_03557	CDS	1056				hypothetical protein
PCGOOAAK_03558	CDS	597				hypothetical protein
PCGOOAAK_03559	CDS	222				hypothetical protein
PCGOOAAK_03560	CDS	2607				hypothetical protein
PCGOOAAK_03561	CDS	312				hypothetical protein
PCGOOAAK_03562	CDS	345				hypothetical protein
PCGOOAAK_03563	CDS	345				hypothetical protein
PCGOOAAK_03564	CDS	213				hypothetical protein
PCGOOAAK_03565	CDS	579				hypothetical protein
PCGOOAAK_03566	CDS	594				hypothetical protein
PCGOOAAK_03567	CDS	1131				hypothetical protein
PCGOOAAK_03568	CDS	483				hypothetical protein
PCGOOAAK_03569	CDS	699				hypothetical protein
PCGOOAAK_03570	CDS	387				hypothetical protein
PCGOOAAK_03571	CDS	1401				hypothetical protein
PCGOOAAK_03572	CDS	984				hypothetical protein
PCGOOAAK_03573	CDS	156				hypothetical protein
PCGOOAAK_03574	CDS	294				hypothetical protein
PCGOOAAK_03575	CDS	177				hypothetical protein
PCGOOAAK_03576	CDS	333				hypothetical protein
PCGOOAAK_03577	CDS	297				hypothetical protein
PCGOOAAK_03578	CDS	258				hypothetical protein
PCGOOAAK_03579	CDS	288				hypothetical protein
PCGOOAAK_03580	CDS	234				hypothetical protein
PCGOOAAK_03581	CDS	183				hypothetical protein
PCGOOAAK_03582	CDS	1581				IS21 family transposase ISPpu7
PCGOOAAK_03583	CDS	789				IS21 family transposase ISGur9
PCGOOAAK_03584	CDS	1557				hypothetical protein
PCGOOAAK_03585	CDS	321				hypothetical protein
PCGOOAAK_03586	CDS	1590				hypothetical protein
PCGOOAAK_03587	CDS	351				hypothetical protein
PCGOOAAK_03588	CDS	1281				hypothetical protein
PCGOOAAK_03589	CDS	1059				hypothetical protein
PCGOOAAK_03590	CDS	1233				hypothetical protein
PCGOOAAK_03591	CDS	921				hypothetical protein
PCGOOAAK_03592	CDS	1143				hypothetical protein
PCGOOAAK_03593	CDS	258				hypothetical protein
PCGOOAAK_03594	CDS	759	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
PCGOOAAK_03595	CDS	330				hypothetical protein
PCGOOAAK_03596	CDS	837				hypothetical protein
PCGOOAAK_03597	CDS	126				hypothetical protein
PCGOOAAK_03598	CDS	639				hypothetical protein
PCGOOAAK_03599	CDS	153				hypothetical protein
PCGOOAAK_03600	CDS	480	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
PCGOOAAK_03601	CDS	876				hypothetical protein
PCGOOAAK_03602	CDS	636				hypothetical protein
PCGOOAAK_03603	CDS	777				hypothetical protein
PCGOOAAK_03604	CDS	900				hypothetical protein
PCGOOAAK_03605	CDS	660	rhaS_7			HTH-type transcriptional activator RhaS
PCGOOAAK_03606	CDS	948				hypothetical protein
PCGOOAAK_03607	CDS	393				hypothetical protein
PCGOOAAK_03608	CDS	417				IS1380 family transposase ISBf12
PCGOOAAK_03609	CDS	402				IS1380 family transposase IS613
PCGOOAAK_03610	CDS	1209				hypothetical protein
PCGOOAAK_03611	CDS	627				hypothetical protein
PCGOOAAK_03612	CDS	399				hypothetical protein
PCGOOAAK_03613	CDS	597	hin_1		COG1961	DNA-invertase hin
PCGOOAAK_03614	CDS	330				hypothetical protein
PCGOOAAK_03615	CDS	663				hypothetical protein
PCGOOAAK_03616	CDS	249				hypothetical protein
PCGOOAAK_03617	CDS	321	mazF9_1	3.1.-.-	COG2337	Endoribonuclease MazF9
PCGOOAAK_03618	CDS	399				hypothetical protein
PCGOOAAK_03619	CDS	285	hup_2			DNA-binding protein HU
PCGOOAAK_03620	CDS	273				hypothetical protein
PCGOOAAK_03621	CDS	378				hypothetical protein
PCGOOAAK_03622	CDS	327				hypothetical protein
PCGOOAAK_03623	CDS	255				hypothetical protein
PCGOOAAK_03624	CDS	126				hypothetical protein
PCGOOAAK_03625	CDS	204				hypothetical protein
PCGOOAAK_03626	CDS	264				hypothetical protein
PCGOOAAK_03627	CDS	279				hypothetical protein
PCGOOAAK_03628	CDS	324				hypothetical protein
PCGOOAAK_03629	CDS	354				hypothetical protein
PCGOOAAK_03630	CDS	546				hypothetical protein
PCGOOAAK_03631	CDS	441				hypothetical protein
PCGOOAAK_03632	CDS	168				hypothetical protein
PCGOOAAK_03633	CDS	627			COG3385	IS4 family transposase ISBthe1
PCGOOAAK_03634	CDS	468			COG3385	IS4 family transposase ISCARN70
PCGOOAAK_03635	CDS	153				hypothetical protein
PCGOOAAK_03636	CDS	450				hypothetical protein
PCGOOAAK_03637	CDS	483				hypothetical protein
PCGOOAAK_03638	CDS	336				hypothetical protein
PCGOOAAK_03639	CDS	288				hypothetical protein
PCGOOAAK_03640	CDS	600				hypothetical protein
PCGOOAAK_03641	CDS	231				hypothetical protein
PCGOOAAK_03642	CDS	162				hypothetical protein
PCGOOAAK_03643	CDS	276				hypothetical protein
PCGOOAAK_03644	CDS	300				hypothetical protein
PCGOOAAK_03645	CDS	270				hypothetical protein
PCGOOAAK_03646	CDS	450				hypothetical protein
PCGOOAAK_03647	CDS	480				hypothetical protein
PCGOOAAK_03648	CDS	261				hypothetical protein
PCGOOAAK_03649	CDS	867				hypothetical protein
PCGOOAAK_03650	CDS	666				hypothetical protein
PCGOOAAK_03651	CDS	720				hypothetical protein
PCGOOAAK_03652	CDS	1560				hypothetical protein
PCGOOAAK_03653	CDS	1110				hypothetical protein
PCGOOAAK_03654	CDS	504				hypothetical protein
PCGOOAAK_03655	CDS	708				hypothetical protein
PCGOOAAK_03656	CDS	837				hypothetical protein
PCGOOAAK_03657	CDS	354				hypothetical protein
PCGOOAAK_03658	CDS	279	hup_3			DNA-binding protein HU
PCGOOAAK_03659	CDS	267				hypothetical protein
PCGOOAAK_03660	CDS	444				hypothetical protein
PCGOOAAK_03661	CDS	225				hypothetical protein
PCGOOAAK_03662	CDS	1956				hypothetical protein
PCGOOAAK_03663	CDS	387				hypothetical protein
PCGOOAAK_03664	CDS	429				hypothetical protein
PCGOOAAK_03665	CDS	1680				hypothetical protein
PCGOOAAK_03666	CDS	1323				hypothetical protein
PCGOOAAK_03667	CDS	999				hypothetical protein
PCGOOAAK_03668	CDS	1236	bioF_3	2.3.1.47		8-amino-7-oxononanoate synthase
PCGOOAAK_03669	CDS	723				hypothetical protein
PCGOOAAK_03670	CDS	435				hypothetical protein
PCGOOAAK_03671	CDS	624				hypothetical protein
PCGOOAAK_03672	CDS	1620				hypothetical protein
PCGOOAAK_03673	CDS	264				hypothetical protein
PCGOOAAK_03674	CDS	1158				hypothetical protein
PCGOOAAK_03675	CDS	213				hypothetical protein
PCGOOAAK_03676	CDS	456				hypothetical protein
PCGOOAAK_03677	CDS	312				hypothetical protein
PCGOOAAK_03678	CDS	219				hypothetical protein
PCGOOAAK_03679	CDS	207				hypothetical protein
PCGOOAAK_03680	CDS	192				hypothetical protein
